word,count
"akatemiaan", 120
"akatemiassa", 120
"akka", 720
"akkaväen", 120
"akkunasta", 120
"alahuultaan", 120
"alaiseksi", 240
"alaisiksi", 120
"alaisina", 120
"alakuloinen", 240
"alakuloiseksi", 120
"alakuloisena", 120
"alakuloisina", 120
"alakuloisuus", 240
"alalla", 120
"alas", 2280
"alaspainuneena", 120
"alaspäin", 240
"alastomana", 120
"alastomuuttaan", 120
"alastomuuttasi", 120
"alati", 120
"alentavaa", 120
"alettiin", 240
"alhaalla", 120
"alhaalta", 120
"alhaisten", 120
"alimpiin", 120
"alinomaa", 480
"alinomaisia", 120
"alistuisi", 120
"alistun", 240
"alituiset", 240
"alituisiin", 120
"alituista", 120
"alkaa", 240
"alkaen", 120
"alkanut", 120
"alkavat", 480
"alkoi", 3000
"alkoikin", 360
"alkoivat", 2520
"alkua", 120
"alkunsa", 120
"all", 2160
"alla", 1200
"allapäin", 240
"alle", 1560
"allensa", 120
"allow", 120
"almost", 240
"aloin", 120
"alone", 120
"alottaa", 120
"alottaakaan", 120
"alottaisimme", 120
"alotteestaan", 120
"alotti", 120
"already", 120
"also", 240
"alta", 1080
"alteration", 120
"alternate", 120
"altis", 120
"alttarin", 360
"alttarineen", 120
"alue", 120
"alueesta", 120
"alueiden", 120
"aluksensa", 120
"alukset", 120
"aluksi", 120
"aluksia", 240
"alun", 120
"alussa", 480
"alustaan", 120
"alustalaisiaan", 120
"alusvaatteita", 120
"ammatit", 120
"ammattejaan", 120
"ammattia", 240
"ammattiakin", 120
"ammeensa", 120
"ammeet", 120
"ammensivat", 120
"ammotti", 120
"ammun", 120
"ammuntaa", 120
"ammuskelivat", 240
"ammutaan", 240
"ammuttiin", 120
"ampua", 120
"ampuivat", 480
"ampujat", 120
"ampumaan", 120
"ampumavarat", 120
"ampumista", 120
"ampunut", 480
"an", 480
"anastaneet", 120
"anastettua", 120
"anatolian", 240
"and", 8280
"andrei", 9480
"andreihin", 120
"andreikin", 240
"andreiksi", 120
"andreilla", 120
"andrein", 2160
"andreinkin", 120
"andreinko", 120
"andreista", 120
"andreita", 240
"ankara", 120
"ankaran", 480
"ankarana", 120
"ankarasti", 360
"ankariksi", 120
"ankarilta", 120
"ankaruus", 120
"ankkureita", 120
"ankkurit", 120
"anna", 720
"annamme", 120
"annan", 600
"annas", 120
"annetaan", 120
"annettiin", 240
"annettu", 120
"annetusta", 120
"annoimme", 120
"annoin", 240
"anreinkin", 120
"ansaita", 120
"ansaitse", 120
"ansaitsisivat", 120
"ansionsa", 120
"antaa", 840
"antaakseen", 120
"antaaksensa", 120
"antaen", 120
"antaisi", 240
"antaisin", 120
"antakaa", 240
"antako", 120
"antakoon", 240
"antamaan", 120
"antaman", 120
"antanut", 960
"antaudu", 240
"antautuneet", 120
"antautunut", 240
"antavat", 120
"anteeksi", 120
"antoi", 1200
"antoivat", 480
"any", 4440
"anyone", 600
"anything", 240
"anywhere", 240
"apeina", 120
"appear", 120
"appearing", 120
"appears", 120
"appeni", 120
"applicable", 360
"apply", 120
"approach", 120
"april", 120
"apua", 120
"apujoukkoja", 120
"apuun", 120
"apuväkeä", 120
"arasti", 120
"archive", 1560
"are", 2640
"arimmat", 120
"arise", 120
"arka", 120
"arkana", 240
"arkkimandriitille", 120
"arkkipiispa", 120
"arkkitehdin", 120
"arkku", 120
"arkoina", 120
"armaani", 120
"armaat", 120
"armahtakaa", 120
"armahtakoon", 240
"armahtaneet", 120
"armastaan", 120
"armastansa", 120
"armeija", 120
"armeijoineen", 120
"armenialainen", 120
"armenialaiset", 120
"armossa", 120
"armosta", 240
"armoton", 120
"armottomia", 120
"aro", 720
"aroa", 120
"aroille", 120
"aroja", 120
"arolla", 360
"arolle", 240
"arolokki", 120
"arolta", 240
"aron", 360
"aronummen", 120
"aroruohon", 120
"arpia", 120
"array", 120
"arvasi", 240
"arvelen", 240
"arvelet", 240
"arvelette", 120
"arveli", 360
"arvelleet", 120
"arvellen", 120
"arvet", 120
"arvetkin", 120
"arvi", 120
"arvioinut", 120
"arvo", 120
"arvoinen", 240
"arvoisena", 120
"arvoisuutta", 120
"arvokkaasti", 120
"arvomerkeistämme", 120
"arvon", 120
"arvossa", 480
"arvostelivat", 120
"arvostella", 120
"as", 1320
"ascii", 240
"aseenne", 480
"aseilla", 120
"aseisiin", 360
"aseissa", 360
"aseita", 480
"aseitaan", 120
"asema", 120
"asemaa", 120
"asemasta", 360
"asemesta", 240
"asesepän", 120
"asestettuina", 120
"asestetun", 120
"asetella", 120
"asetettiin", 240
"asetettu", 120
"asettaen", 120
"asettanut", 120
"asetti", 240
"asettivat", 240
"asettua", 120
"asettui", 240
"asettuivat", 120
"asettukaamme", 120
"asettukoon", 120
"asettuneet", 120
"asia", 360
"asiaa", 360
"asiaan", 120
"asiain", 120
"asialle", 120
"asian", 120
"asiana", 120
"asiantuntijan", 120
"asiasta", 240
"asiat", 360
"asioista", 120
"asioita", 480
"askeleella", 120
"askeleen", 360
"assistance", 120
"associated", 960
"asteli", 120
"asti", 600
"astian", 120
"astiat", 240
"astioilla", 120
"astioina", 120
"astioineen", 120
"astranitsa", 120
"astu", 240
"astuen", 240
"astuessaan", 120
"astui", 1560
"astuivat", 960
"astukaa", 120
"astukoon", 120
"astukoot", 120
"astumaan", 120
"astuskeli", 120
"asu", 120
"asua", 120
"asuivat", 240
"asujamet", 120
"asukkaalla", 120
"asukkaat", 360
"asumaan", 240
"asumattomilla", 120
"asumukset", 120
"asunut", 120
"asussa", 120
"asustivat", 120
"asutukseen", 120
"asuu", 120
"asuun", 120
"at", 1680
"atamanejanne", 120
"atamani", 1320
"atamania", 240
"atamaniksi", 360
"atamanilleen", 120
"atamanin", 600
"atamaninsa", 120
"atamanistaan", 120
"atamanit", 120
"aterioidakseen", 120
"attached", 120
"auenneena", 120
"aukeamalle", 120
"aukeni", 360
"aukenivat", 120
"auki", 120
"aukoilla", 120
"aukon", 240
"aura", 120
"auramiehet", 120
"auran", 120
"auransa", 240
"auringon", 480
"auringonkukansiemenet", 120
"aurinko", 720
"aurinkoon", 120
"auta", 120
"autatko", 120
"author", 120
"autioilla", 120
"auttaa", 120
"auttaisi", 120
"auttaneet", 120
"autuas", 120
"autuus", 120
"autuutensa", 120
"available", 240
"avaimet", 240
"avain", 120
"avainkimppu", 120
"avainta", 120
"avara", 360
"avaraa", 120
"avaralla", 240
"avaralle", 240
"avarammaksi", 120
"avasi", 240
"avasivat", 120
"avata", 120
"avaten", 240
"avattiin", 240
"avatun", 120
"avautuivat", 120
"avomielisen", 120
"avuksi", 120
"avulla", 480
"away", 360
"b", 360
"balaban", 480
"balalaikkoja", 120
"banduran", 120
"banduransoittaja", 120
"banduransoittajat", 120
"banduuransoittajat", 120
"banduuroita", 120
"based", 240
"be", 2280
"because", 120
"before", 360
"beginning", 120
"below", 360
"binary", 120
"borodatia", 120
"borodatij", 840
"borodatin", 360
"borodovka", 240
"both", 240
"bound", 240
"bovdjug", 480
"bovdjugin", 120
"breach", 240
"breslaulaiset", 120
"budshakovin", 120
"bulba", 9000
"bulbaa", 120
"bulbaan", 120
"bulbakin", 120
"bulballe", 120
"bulban", 1200
"business", 120
"but", 600
"by", 2640
"bydzhakista", 120
"c", 480
"calculate", 120
"calculated", 120
"can", 1200
"cannot", 480
"card", 120
"carry", 120
"cause", 240
"cease", 120
"certain", 240
"change", 120
"charge", 720
"charges", 120
"charitable", 120
"charities", 120
"check", 360
"checks", 120
"chief", 120
"choose", 120
"cicero", 120
"city", 120
"claim", 120
"clearly", 120
"codes", 120
"collection", 480
"come", 120
"commercial", 120
"committed", 120
"compilation", 120
"compliance", 600
"comply", 720
"complying", 360
"compressed", 120
"computer", 240
"computers", 240
"concept", 240
"concerning", 240
"confirmation", 120
"confirmed", 120
"consequential", 120
"considerable", 240
"constant", 120
"contact", 600
"contain", 240
"containing", 120
"contract", 120
"contributions", 240
"convert", 120
"copied", 240
"copies", 840
"copy", 1440
"copying", 480
"copyright", 1680
"corporation", 120
"corrupt", 120
"cost", 360
"costs", 240
"could", 120
"countries", 120
"country", 360
"course", 120
"created", 240
"creating", 480
"creation", 120
"credit", 120
"critical", 120
"current", 120
"d", 120
"damage", 240
"damaged", 120
"damages", 480
"data", 120
"date", 360
"days", 480
"deductible", 120
"defect", 360
"defective", 360
"defects", 120
"degtjarenko", 240
"degtjarenkoa", 120
"deletions", 120
"demand", 120
"demid", 240
"depends", 120
"derivative", 360
"derive", 120
"derived", 120
"described", 120
"despite", 120
"destroy", 240
"detach", 120
"determine", 120
"different", 120
"direct", 120
"directly", 120
"director", 120
"disclaim", 120
"disclaimer", 360
"disclaimers", 120
"discontinue", 120
"discover", 120
"discovered", 120
"disk", 120
"display", 120
"displayed", 120
"displaying", 480
"distribute", 720
"distributed", 480
"distributing", 840
"distribution", 720
"distributor", 120
"djadikovin", 120
"djadkinskin", 120
"dmitri", 120
"dnjepr", 120
"dnjepriin", 360
"dnjeprin", 720
"dnjepriä", 120
"dnjerst", 120
"dnjerstin", 120
"dnjerts", 120
"dnjestriin", 240
"dnjestrjoki", 120
"do", 2040
"does", 240
"dolota", 120
"domain", 960
"donate", 600
"donation", 120
"donations", 1800
"donors", 120
"doroshan", 120
"downloading", 120
"dr", 240
"dubnan", 360
"e", 2760
"each", 120
"easily", 120
"easy", 120
"ebook", 1440
"ebooks", 840
"edelle", 120
"edelleen", 120
"edellisenä", 240
"edellä", 600
"edeltäpäin", 360
"edempänä", 120
"edes", 1920
"edessä", 2400
"edessämme", 240
"edessäsi", 120
"edessään", 2400
"edestakaisin", 120
"edestä", 360
"edistyvän", 120
"edition", 120
"editions", 480
"educational", 120
"edullisemmaksi", 120
"edullisempaa", 120
"edustalla", 480
"edustalle", 480
"edut", 120
"effort", 240
"efforts", 360
"ehditty", 120
"ehdokkaat", 120
"ehdottivat", 120
"ehdotukseen", 120
"ehein", 120
"ehkä", 1920
"ehkäpä", 360
"ehti", 240
"ehtimättä", 120
"ehtineet", 600
"ehtinyt", 720
"ehtivät", 360
"ei", 36240
"eihän", 480
"eikä", 6240
"eikäpä", 120
"eikö", 1560
"eikös", 120
"eilen", 360
"eilisestä", 120
"ein", 120
"eipä", 840
"either", 120
"eivät", 8160
"eivätkä", 1560
"eivätkö", 240
"eksyipä", 120
"ele", 120
"elect", 120
"electronic", 3240
"electronically", 240
"eli", 360
"elivät", 240
"ellei", 480
"elleivät", 120
"ellen", 120
"elossa", 240
"elähdyttäminä", 120
"eläissään", 240
"eläköön", 480
"eläkööt", 120
"elämme", 240
"elämä", 720
"elämän", 120
"elämäni", 240
"elämänsä", 720
"elämässään", 480
"elämää", 600
"elämään", 360
"elämäänsä", 120
"elänyt", 360
"elättänyt", 120
"elävien", 120
"elävinä", 120
"elävä", 120
"elävänne", 120
"elävänä", 360
"elää", 120
"elääkö", 120
"email", 240
"emme", 1680
"emmehän", 120
"emmekä", 240
"empimättä", 120
"employee", 120
"employees", 240
"en", 3840
"end", 240
"enemmistö", 120
"enemmän", 1200
"enempää", 600
"enhän", 240
"enin", 120
"enkeli", 120
"ennakolta", 240
"ennen", 2760
"ennenaikaiset", 120
"ennenkuin", 720
"ennenkun", 120
"ennustaa", 240
"ennustaen", 120
"ennustanut", 120
"ennusti", 240
"ennättänyt", 120
"enpä", 480
"ensi", 600
"ensimäinen", 720
"ensimäisen", 360
"ensimäisenä", 720
"ensimäisessä", 120
"ensimäiset", 120
"ensimäisiä", 120
"ensimäisten", 120
"ensimäistä", 120
"ensin", 1320
"ensinkin", 120
"ensuring", 120
"enteen", 120
"enteenä", 120
"entinen", 360
"entiselle", 120
"entisen", 120
"entiset", 240
"entisissä", 120
"entisiä", 120
"entisten", 120
"entistä", 360
"entistään", 240
"entisyydestään", 120
"entisyys", 120
"entity", 360
"entä", 480
"entäs", 840
"enää", 5880
"epäilemättä", 240
"epäjärjestykseen", 120
"epäjärjestyksestä", 120
"epäonnistunut", 120
"epäselviä", 240
"epäselvä", 120
"epätasainen", 120
"epätoivon", 120
"epätoivossaan", 240
"equipment", 360
"erehdystään", 120
"eri", 960
"erikseen", 120
"erilainen", 120
"erilaiset", 120
"erilaisten", 120
"erilläolon", 120
"erillään", 480
"erinomainen", 120
"erittäin", 360
"erittäinkin", 120
"erityisen", 120
"erityisesti", 120
"erityisistä", 120
"erityistä", 120
"eriväriset", 120
"erkani", 240
"ero", 240
"eroittaa", 120
"eroittautuen", 120
"eroitti", 120
"erosi", 120
"erota", 120
"eroten", 120
"erottaa", 120
"erottanut", 120
"erotti", 120
"erottikaan", 120
"erottivat", 120
"errors", 120
"eräs", 480
"eräälle", 240
"eräältä", 240
"erään", 1560
"eräänä", 120
"erääseen", 120
"eräästä", 360
"esauli", 480
"esaulia", 120
"esaulit", 120
"esi", 240
"esiin", 1440
"esiinny", 120
"esiintyessään", 120
"esiintymisessään", 120
"esiintynyt", 120
"esiintyä", 120
"esille", 480
"esimerkkejä", 120
"esimerkkiänsä", 120
"esimies", 120
"esineeseen", 120
"esineitä", 360
"esitteli", 120
"esittää", 120
"especially", 120
"esteistä", 120
"estivät", 120
"estäen", 120
"estää", 120
"et", 1200
"eteen", 1080
"eteenpäin", 1080
"eteensä", 240
"etelä", 240
"etenivät", 120
"etevälle", 120
"etevämpi", 120
"ethän", 120
"etkö", 120
"etsiköön", 120
"etsimään", 120
"etsineet", 120
"etsinyt", 120
"etsivä", 120
"etsivät", 120
"etsivätpä", 120
"etsiä", 120
"ett'ei", 120
"ette", 720
"ettei", 5760
"etteivät", 1080
"ettekä", 240
"ettekö", 120
"ettemme", 240
"etten", 120
"ettet", 240
"ettette", 120
"että", 23160
"ettäkö", 360
"etukaupungin", 360
"etukaupungissa", 240
"etukaupunki", 120
"etukaupunkiin", 240
"etukaupunkiinkaan", 120
"etukäteen", 240
"etumaisena", 120
"etumaisille", 120
"etumaisten", 120
"etummainen", 120
"etummaisena", 120
"etunenässä", 480
"etuoikeuksien", 120
"etupuolella", 120
"eturiveissä", 120
"etuvarustus", 120
"etäisiä", 120
"eukko", 120
"eukkonsa", 120
"euroopan", 120
"europan", 240
"even", 240
"eversti", 1680
"everstin", 240
"except", 360
"exclusion", 120
"executive", 120
"exempt", 240
"exists", 120
"expend", 120
"expense", 120
"expenses", 240
"explanation", 240
"exporting", 120
"express", 120
"extent", 120
"f", 1320
"facility", 120
"fairbanks", 120
"federal", 240
"fee", 960
"fees", 480
"feodor", 120
"few", 120
"file", 240
"files", 240
"financial", 120
"finnish", 120
"fitness", 120
"fix", 120
"follow", 120
"following", 360
"for", 3120
"form", 480
"format", 480
"formats", 240
"forth", 960
"forty", 120
"found", 360
"foundation", 2640
"foundation's", 360
"free", 600
"freely", 480
"from", 1800
"full", 1560
"further", 120
"future", 360
"galjandovitsh", 120
"gbnewby", 120
"general", 360
"generations", 240
"give", 480
"given", 120
"gleihowissa", 120
"goals", 120
"gogol", 480
"gogolsorsa", 120
"golodgka", 120
"golokopitenko", 360
"golokopitenkon", 120
"golokopytenko", 240
"govern", 120
"graniittipylväs", 120
"granted", 120
"gratefully", 120
"gregory", 120
"gross", 120
"group", 120
"gunjei", 120
"gurka", 240
"gurkankin", 120
"guska", 120
"gutenberg", 10440
"haamu", 240
"haamuja", 120
"haaralta", 360
"haarniskan", 120
"haaroille", 360
"haaroilta", 240
"haarukoissa", 120
"haastaa", 120
"haastoi", 120
"haavaa", 120
"haavalle", 240
"haavan", 480
"haaveen", 120
"haavoihinsa", 120
"haavoista", 120
"hahmoittelevaa", 120
"haihtunut", 120
"haihtuvaksi", 120
"haihtuvan", 240
"haikaraa", 120
"haistaakaan", 120
"haistaneet", 120
"haisteli", 120
"haittaa", 120
"haivalh", 120
"hajaantui", 120
"hajaantuivat", 120
"hajaantuneet", 120
"hajallaan", 240
"hajamielisesti", 120
"hajautuivat", 120
"hajoitti", 120
"hajonneetkin", 120
"hajottaa", 120
"hajottaen", 240
"hajottakaa", 120
"hajua", 120
"hakaten", 120
"hakattu", 240
"halkaissut", 120
"halkeavan", 120
"halki", 120
"hallituksen", 120
"hallitus", 360
"halon", 120
"halonen", 120
"halot", 120
"haltuun", 360
"haltuunsa", 120
"halua", 120
"haluaa", 120
"haluatte", 120
"halukkaasti", 120
"halusivat", 120
"haluten", 120
"haluttuja", 120
"halveksi", 120
"halveksien", 120
"halveksitaan", 120
"halveksumista", 120
"hameesi", 120
"hameet", 120
"hameiden", 120
"hameita", 240
"hamettaan", 120
"hampaillaan", 240
"hampaisiin", 120
"hampaissa", 120
"hampaissaan", 240
"hampaittensa", 120
"hanan", 120
"hanhi", 120
"hankin", 120
"hankkia", 120
"hankkikaa", 120
"hankkimaan", 120
"haralleen", 120
"harhaili", 120
"harhaillessaan", 120
"harhauskoanne", 120
"harjaantuneita", 120
"harjasivat", 120
"harjoittaa", 120
"harjoittavia", 120
"harjoittivat", 120
"harjotti", 240
"harkitsevinkaan", 120
"harmaa", 360
"harmaahapsisia", 120
"harmaan", 120
"harmaantuneet", 240
"harmaantuneita", 120
"harmaapartaiset", 120
"harmaapäinen", 120
"harmaapäistä", 120
"harmaapää", 120
"harmaapääukotkin", 120
"harmaata", 120
"harmaita", 240
"harmless", 120
"harsot", 120
"hart", 240
"harteille", 120
"hartetsan", 120
"harteva", 120
"hartevat", 120
"hartiat", 120
"hartioille", 120
"hartioilleen", 120
"harvan", 120
"harvat", 240
"harvemmin", 120
"harvenemistaan", 120
"harvenivat", 120
"harvenneet", 120
"harvinaisen", 120
"harvoin", 120
"has", 240
"haudalle", 120
"haudassakaan", 120
"haudassako", 120
"haudatkaamme", 120
"haukka", 600
"haukkaa", 120
"haukkoja", 120
"haukkua", 120
"haukkui", 120
"haukkumista", 120
"hauskaa", 720
"hautaavat", 120
"hautausta", 120
"hauteilla", 120
"hautoja", 120
"hautomassa", 120
"havahtaen", 120
"havahti", 120
"havainnut", 120
"have", 720
"he", 19440
"hear", 120
"hedelmän", 120
"hehkui", 480
"hehkuvan", 120
"hehkuvia", 240
"hei", 240
"heidän", 10440
"heidät", 3600
"heihin", 840
"heijastelivat", 120
"heijastus", 120
"heijastusta", 120
"heikentynyt", 360
"heikko", 480
"heikkoa", 120
"heikkous", 120
"heikolla", 120
"heikon", 360
"heikontuneena", 120
"heikäläinen", 120
"heilahtelivat", 120
"heilauttaen", 120
"heilautti", 480
"heilauttivat", 120
"heille", 2520
"heillä", 1320
"heiltä", 240
"heilutellen", 120
"heilutettuaan", 120
"heiluttivat", 120
"heimoasi", 120
"heimolleen", 240
"heimonsa", 120
"heimosi", 120
"heinä", 120
"heinäin", 120
"heinäkuun", 120
"heinäsirkkain", 120
"heissä", 240
"heistä", 1920
"heitetty", 120
"heitetyn", 120
"heitetään", 120
"heitti", 1320
"heittivät", 720
"heittäisivät", 120
"heittänyt", 120
"heittäysi", 120
"heittäytyen", 120
"heittäytyi", 600
"heittäytyivät", 360
"heittäytyä", 120
"heittää", 120
"heittääkö", 120
"heitukan", 120
"heitukat", 120
"heitukka", 960
"heitä", 4680
"heitähän", 120
"heitäkin", 120
"heitäkään", 120
"heitän", 120
"heität", 120
"hekin", 360
"heleä", 360
"heleää", 120
"helisivät", 120
"hellitellyt", 120
"hellyydellä", 120
"hellyyttä", 120
"hellästi", 120
"hellät", 120
"hellää", 120
"helmaväen", 120
"helmet", 120
"helminauha", 120
"helminauhan", 120
"helminä", 120
"helmiä", 360
"helotti", 120
"help", 360
"helpolla", 120
"helppo", 120
"heltyneinä", 120
"helähteli", 120
"hemmettiin", 120
"hemmettiä", 120
"hemmottelu", 120
"hengen", 240
"hengestään", 120
"hengetön", 120
"hengetöntä", 120
"hengissä", 120
"hengittää", 120
"hengitystään", 120
"henkemme", 120
"henkensä", 480
"henkesi", 240
"henkeä", 240
"henki", 240
"henkien", 120
"henkiin", 120
"henkilöitä", 120
"henkäyksiä", 120
"hennon", 120
"hennot", 120
"hento", 120
"hentona", 120
"herenneet", 120
"herkeämättä", 120
"herkkusuita", 120
"herkkyydellä", 120
"herkkä", 120
"herkut", 120
"herra", 960
"herraa", 120
"herrain", 240
"herralleen", 120
"herran", 240
"herransa", 120
"herrasväelle", 120
"herrat", 120
"herroina", 120
"herrojen", 120
"hervotonta", 120
"herännyt", 240
"heräsi", 720
"heräsivät", 240
"heräten", 120
"herätti", 240
"herättikin", 120
"herättivät", 240
"herättyänsä", 120
"herättyään", 240
"herättämään", 120
"herättänyt", 120
"herättävää", 120
"herättää", 120
"herää", 120
"heräävän", 120
"heti", 4080
"hetkeksi", 480
"hetkellä", 120
"hetken", 720
"hetkenä", 120
"hetkessä", 120
"hetket", 120
"hetkeä", 360
"hetkeäkään", 120
"hetki", 120
"hetkikö", 120
"hetkiseksi", 120
"hetkisen", 840
"hetman", 1080
"hetmania", 120
"hetmanille", 120
"hetmanin", 480
"hetmanit", 120
"hevonen", 360
"hevos", 120
"hevoseen", 120
"hevoselle", 120
"hevosen", 1320
"hevosenne", 120
"hevosensa", 960
"hevoset", 1440
"hevosia", 480
"hevosiaan", 120
"hevosillaan", 120
"hevosineen", 360
"hevosista", 120
"hevoskaakin", 120
"hevoslauma", 120
"hevoslaumasta", 120
"hevoslaumoja", 120
"hevosloimilla", 120
"hevosta", 480
"hevostaan", 120
"hevostansa", 240
"hevosten", 360
"hevostensa", 360
"hevosväen", 240
"hiekkaa", 240
"hieman", 120
"hieno", 120
"hienoa", 120
"hienoin", 120
"hienoista", 120
"hienoja", 240
"hienolle", 120
"hienompiinkin", 120
"hienot", 120
"hienouksista", 120
"hieroivat", 120
"hihalla", 120
"hihallaan", 120
"hihansa", 120
"hihasta", 240
"hihojen", 120
"hiiltynyt", 240
"hiipi", 120
"hiipiä", 120
"hiiskua", 120
"hiiteen", 720
"hiljaa", 1800
"hiljaisen", 240
"hiljaista", 240
"hiljaisuus", 120
"hiljalleen", 360
"hiljeni", 240
"hillittömän", 120
"hillitä", 120
"himmeillä", 120
"himmeää", 120
"himo", 120
"hinnaksi", 120
"hinnalla", 120
"hipiälle", 120
"hirnahtelivat", 120
"hirnumista", 120
"hirnunta", 120
"hirsinen", 120
"hirsipuuta", 120
"hirsiä", 120
"hirssijauhopussinkin", 120
"hirssijyviä", 120
"hirteen", 120
"hirtettiin", 120
"hirtetty", 120
"hirtetään", 120
"hirttonuora", 120
"hirttää", 360
"hirttääkseen", 120
"hirtän", 120
"hirveän", 120
"historian", 120
"historiasta", 120
"hitaasti", 120
"hitossa", 120
"hittoa", 240
"hiukan", 120
"hiuksensa", 120
"hiukset", 1080
"hiuksia", 120
"hiuksiaan", 120
"hiuksiansa", 120
"hiuksista", 120
"hiuskarvansakin", 120
"hivustukot", 120
"hivuttaa", 120
"hlib", 360
"hm", 120
"hoikka", 120
"hoito", 120
"hold", 120
"holder", 480
"holvi", 120
"holviin", 120
"holvissako", 120
"holvistossa", 120
"holvit", 120
"hope", 120
"hopeaa", 240
"hopeahelainen", 120
"hopeainen", 120
"hopeaiset", 120
"hopeaisia", 120
"hopeaisine", 120
"hopean", 120
"hopeankirkkaana", 120
"hopeapikareita", 120
"hopeoiduilla", 120
"hopeoitua", 120
"horatius", 240
"horjahtaneet", 120
"horjahti", 360
"horju", 120
"horjua", 360
"horkassa", 120
"horsma", 120
"houkutelkaa", 120
"houkutelkaapas", 120
"houkutelluiksi", 120
"houkuttelevina", 120
"houkutteli", 120
"houraileminen", 120
"hourailet", 120
"housuissaan", 120
"housuistaan", 120
"housuitta", 240
"housuja", 240
"housujensa", 120
"housunlahkeet", 120
"housunsa", 120
"housut", 120
"how", 480
"however", 120
"http", 120
"huima", 120
"huimaa", 240
"huimaan", 120
"huiman", 120
"huimapäinen", 120
"huimasti", 240
"huiminta", 120
"huippu", 120
"huippujaan", 120
"huipulla", 120
"huitoen", 120
"huitoi", 360
"huivi", 120
"huivia", 120
"huivin", 120
"huivit", 120
"hukkaan", 240
"hukkui", 240
"hukkuvien", 120
"hukutti", 240
"hullusti", 120
"humala", 360
"humalaan", 120
"humalaiset", 120
"humalassa", 120
"hunajakakkuja", 120
"hundreds", 120
"huntuun", 120
"huokaili", 240
"huokaillen", 120
"huokasi", 240
"huokealla", 120
"huolellisesti", 360
"huoleti", 120
"huolettomaksi", 120
"huolettomien", 120
"huolettomuutta", 120
"huoli", 120
"huolimatta", 600
"huolimattomana", 120
